,model,pixels,image,true,predicted,success,cdiff,prior_probs,predicted_probs,perturbation
1404,sequential,5,2118,6,5,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   1.0000000e+00 2.0152040e-25 0.0000000e+00 2.3687923e-09 0.0000000e+00]]]","[289.54468889  76.84767777 159.0134312  254.40033472  92.42424954
  93.01193246 241.45240592 212.88205661 619.80062931  40.04563325
 160.10322285  53.00763766 751.7069407   29.10484594 233.94919883
 226.75131074 100.50550496  65.02929803 174.28115713 254.20172576]"
1405,sequential,5,1678,2,7,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   4.4666479e-17 0.0000000e+00 1.0000000e+00 0.0000000e+00 1.5376548e-25]]]","[2.36522382e+02 2.29451294e+02 1.63449898e+02 4.03763909e+01
 6.62219708e+02 9.03583756e+01 1.96725282e+02 9.44814066e+01
 7.43925417e+02 2.16256017e+02 8.04497173e+01 2.18176260e+02
 6.73294220e+02 1.27316642e+02 5.46185798e+01 5.69387688e-01
 7.68199578e+02 1.84431416e+02 6.55210796e+01 2.53253607e+02]"
1406,sequential,5,2896,8,7,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 1.6903773e-08 0.0000000e+00
   1.1159983e-14 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[5.94298058e+02 4.61207566e+01 1.92260302e+02 2.49214323e+01
 7.39340544e+02 6.29258687e+01 2.16481087e+02 1.28893988e+02
 9.01160312e-02 5.63063147e+01 1.56135379e+02 7.32985171e+01
 7.79323411e+02 9.44427411e+01 1.89631059e+02 1.74166633e+02
 5.39966774e+02 1.91076363e+02 6.46253078e+01 7.40262729e+01]"
1407,sequential,5,1678,2,7,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.668589e-21
   0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00]]]","[456.60489726  86.93464931 173.3405087  217.83056738 116.59507968
  42.48449271  25.99671991 139.71034993 348.6858904   73.2720891
  32.00560359 246.23551564 215.11949214  73.53597163 169.69440812
 141.76651111 435.57650278  95.72588093 149.90774181 121.22198846]"
1408,sequential,5,4163,9,3,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
   4.214744e-34 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00]]]","[479.0127947  101.67755697 152.75312076  30.5635632  364.67741871
   2.25515416  33.14168585 191.3703541  157.86046291  98.822743
 183.88847116  70.93042698 508.32907796 151.26614723 227.96534314
 119.8087608  738.9966006  152.02333687  16.56019814 175.04054187]"
1409,sequential,5,1678,2,2,False,-0.7196396,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.000000e+00 1.880127e-24 1.000000e+00 0.000000e+00 0.000000e+00
   0.000000e+00 0.000000e+00 3.989334e-24 0.000000e+00 0.000000e+00]]]","[ 65.20046057   7.00129651  32.05734384  92.88713993 655.08148806
  71.32957762 231.72616049  79.87369508   3.14758837 235.98465724
 149.07278614  17.94884586 572.084097    50.48073922  44.0072748
 156.45451376 217.08252967 133.71440396 216.85034287 138.77093169]"
1410,sequential,5,2098,2,7,True,0.1883446,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],"[7.79715190e+02 2.55318432e+02 2.13449378e+02 2.69868556e+01
 7.00697884e+02 2.00419746e+02 4.37943655e+01 2.63942464e+01
 1.75806271e+02 3.79076627e+01 2.18450072e+02 2.36114295e+01
 3.61316451e+02 1.13109246e-01 3.24908454e+01 2.21644540e+02
 5.01410985e+01 1.43290766e+02 4.88222317e+01 3.52181486e+01]"
1411,sequential,5,1984,2,7,True,0.007067036,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],"[338.97527642 232.59936543 211.2276313   39.56261984 756.57033614
 176.14165193 103.75021631 192.30203044 385.70508423 177.95558563
 210.48721894 138.9125734  778.95945165 124.58860126 132.50792746
 147.78795145 633.96539482 182.13872474  67.16265485  83.49060053]"
1412,sequential,5,2118,6,7,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],"[ 58.28053265 206.00651608  56.54517501 234.6927716  255.16431846
 114.12375159  41.54793535 230.35088447 292.21116614 227.07280352
  31.42699107 164.5207649  588.2340883  248.55326609 174.28298908
  56.12907316 365.12174948 207.47106868  34.82960265  89.09257159]"
1413,sequential,5,6011,3,8,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 0.0000000e+00 2.0116214e-36 1.6527135e-30 0.0000000e+00
   4.4109816e-36 0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00]]]","[284.72314992  91.3902635  211.31494292 240.76720583 707.99781573
  93.12194289  12.57473382 158.5942584  516.03991479 225.74246885
  95.98064418  86.94653167 684.87015944  84.10706733  90.82901764
 101.38622552 269.56950359 177.16441976  39.62375551 133.99021281]"
1414,sequential,5,9779,2,8,True,0.2903405,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]","[[[0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
   4.245125e-28 0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00]]]","[317.4736212  141.81520307  18.1055055  132.23904456 633.41516189
  27.89006234  65.27179723  96.9048476  121.33764799 215.15805979
  38.82205148  52.84220073 100.95616936 110.22276162 110.66086597
 193.71343896 278.99680976 233.81750941 217.23664666 244.99363565]"
1415,sequential,5,9634,0,7,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],"[745.59425803 187.10473931  31.42122851 238.33457195 765.864615
  69.57918382 255.54791276 216.62822216 163.05851295 128.71188111
  13.2994344  171.34258877 771.68445887  78.1839769   16.99647413
  32.83018499 340.80872647 100.68903131 102.34995309 153.37733115]"
1416,sequential,5,4814,6,6,False,-0.7236026,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]",[[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]]],"[337.43854043 173.43524158 131.02916893  13.0192141    4.53962365
 247.90828466  32.97888119  30.97131552 122.5311939   95.163069
  71.13244367 170.61984404 166.79830468 169.47467956 217.80332171
 193.44510833 122.80202663 200.84281005 142.09446829   7.97918277]"
1417,sequential,5,9768,2,2,False,-0.97684133,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[0.0000000e+00 5.2021433e-30 1.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[5.84976141e+01 2.54358150e+02 1.75985536e+02 1.44597146e+01
 6.23384068e+02 6.11389061e-01 6.85199737e+01 7.45208045e+01
 7.55924883e+02 6.20400711e+01 2.48591222e+02 1.20636992e+02
 6.07367953e+02 1.76351963e+02 1.87382692e+02 1.61415969e+02
 3.61504926e+02 9.43472863e+01 3.34053291e+01 1.69272992e+02]"
1418,sequential,5,9779,2,5,True,0.2903405,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],"[305.14666016 192.79718695  76.2045267   64.10793734 218.1679257
 245.11415243 149.0764     148.9059149  655.32081769  36.57888295
 247.11853105  59.78314939 185.17590104  13.13462163 145.97482036
 103.06474566 459.12772288 234.56127213 212.37588465 209.72251391]"
1419,sequential,5,2648,9,3,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 9.9999940e-01 0.0000000e+00
   6.5265884e-30 5.7571037e-07 3.3972178e-38 0.0000000e+00 0.0000000e+00]]]","[172.43208805 117.9814407  123.35936145  86.29070877 547.18633029
 251.48620644  12.09610623 167.96429387 204.7760968   80.54348453
   7.21258883  59.56385956 141.52006119 105.04107304 203.73345903
  56.71331359 750.40361826  88.6331598   84.07139655  90.90443219]"
1420,sequential,5,2098,2,5,True,0.1883446,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   1.0000000e+00 0.0000000e+00 0.0000000e+00 1.1168307e-18 0.0000000e+00]]]","[298.14244045 215.27849649  69.8547931  252.05364432 404.05699011
 104.98339869  65.01794721  25.07499746 342.60876387   7.92232754
 195.67290074  57.33324857 284.19914145  25.49481932 236.70025642
 194.29688805 569.59325538  36.50941302 207.33295131  50.32355376]"
1421,sequential,5,3558,5,6,True,6.9613714e-05,"[9.9979585e-01 3.0585111e-06 4.1192401e-05 6.7246387e-05 3.2782879e-10
 6.9613714e-05 1.0893197e-05 4.8536349e-06 3.1849588e-06 4.1351550e-06]",[[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]]],"[126.38216961  31.85063813 209.39813977 137.45189776 360.87485123
 166.28856209 231.50303148 125.67520796 428.04006072  86.40308146
  17.03134605 253.25477729 529.36004124  29.69373958 193.01236421
 239.49558781 295.0404804  150.21784056  42.09363821  48.07929527]"
1422,sequential,5,6011,3,5,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],"[667.58942801  43.47881359   3.2374846   88.75865154 277.42812074
 185.07646332  28.60868737 223.91463689 541.8985233  170.5268391
  91.28852008 225.56516369 491.7532595  244.30517728  72.34617434
  15.09426276 729.70039559  15.88530786 191.27688586 249.91872587]"
1423,sequential,5,4163,9,3,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.0000000e+00 1.0106645e-31 4.1975035e-08 1.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[143.8284907  139.91583801  82.48922452  29.60754898  14.05600469
 161.29781431  53.64176737  98.54552995 638.74694011 105.92647194
 224.36886283 123.32451772 436.80207794  10.97537352  43.71345629
 198.21901228 124.93113694 201.00738558 241.31920392  86.59883362]"
1424,sequential,5,2073,5,1,True,0.219161,"[7.0036775e-01 9.3503459e-06 6.9682960e-06 8.3299754e-03 7.6298129e-06
 2.1916100e-01 7.0149206e-02 5.7331071e-04 9.4418891e-04 4.5056228e-04]",[[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]]],"[111.732629   100.08691007  88.39064852 209.12506543 146.44538179
 175.40959109 194.19291967 108.61880467 302.83820302 165.0403619
  16.42384087  55.84187921 462.05626099 225.69710235 180.53084724
 170.4204414  629.34860447  57.5821302  150.78917182 172.33998018]"
1425,sequential,5,2896,8,3,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]",[[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]]],"[164.89875668 196.0649554   97.46209327 118.8014367  477.11004559
  43.5211744  226.15048511  92.83984426 215.04386255 164.02478315
 166.90787766 201.20312973 505.02189196 119.408144    40.33901242
  70.63639383 470.17973809 114.39823507 245.03719247  90.15265305]"
1426,sequential,5,2293,9,2,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[0.0000000e+00 1.7236265e-36 1.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[168.78468739 187.91702116  59.92267337 219.83194191 611.57496381
  64.44772011 239.17964197 120.93131746 146.61288265  41.04844532
 127.2722944  107.19491837 481.95566979  61.5518121  229.83944975
 184.36582985 462.16038153  64.08265854 174.10206765 150.43683326]"
1427,sequential,5,6011,3,5,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],"[593.38161175 122.19323606   9.64983887 172.98454297 608.56484509
  73.54115723 175.51506637 172.95393103 448.55163443   3.37541066
 167.95395939 164.59510762 215.30420524  61.10711614  99.71512679
 240.4350207  717.50385793 100.56954935 160.88054768  62.36826886]"
1428,sequential,5,9779,2,2,False,-0.70965946,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]","[[[0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00
   8.616506e-21 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00]]]","[587.60619898  77.09727041 133.28247642  41.15164169 409.16837975
 145.87976313 189.59670605 126.13185192 190.21492109 253.74082613
 245.96513085 220.25359115 565.22600685 206.80857404 132.79183978
  22.59653073 418.15124258 112.73868809 178.4379784   72.0284713 ]"
1429,sequential,5,2293,9,5,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[0.0000000e+00 8.5261646e-36 0.0000000e+00 0.0000000e+00 0.0000000e+00
   1.0000000e+00 3.5088315e-38 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[331.4270308   50.71315049  51.91483608 207.73524321 141.72994021
  28.2240992  233.6699562  242.51081629 632.50747314 213.39879789
 140.90246917  23.94667644 596.02705502 174.37956181 177.05801113
 195.99382138  32.5920026  142.83568978  64.665855    86.18267085]"
1430,sequential,5,4814,6,7,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]","[[[0.0000000e+00 8.8650916e-30 0.0000000e+00 0.0000000e+00 6.9708956e-19
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[663.75034495  86.5566417  146.13055159  69.71557554 260.99013799
 122.00820151 158.01619527 115.78364329 280.27689708 226.24162182
  39.93712167  71.51166695 448.48474351 218.75132372  91.592526
  58.52217707 384.5725056  231.00928621 223.52777888 161.21420363]"
1431,sequential,5,4163,9,6,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]",[[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]]],"[405.82216314 198.8871747   55.50595509  20.74068445 240.22224204
  98.27674836 228.17038226  17.03756621 103.52128891   3.92771564
 165.02655925  19.78542652 489.34522814 223.11589926  29.88946088
 237.88580296 131.93105656 240.73918617 208.80744324 142.38320825]"
1432,sequential,5,4163,9,2,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 4.4920976e-14 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[ 98.877143    74.9805721  226.73936814  17.89933832 759.68445154
 216.73803006 110.56798587 109.65703781 456.39104583 105.68019401
 214.57159703 188.5977851   65.8879415  182.78182396 113.12823985
 216.66775597 517.21468749 119.23248461  76.20832719  30.13997765]"
1433,sequential,5,2118,6,2,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]",[[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]]],"[293.5610558  250.18835415  21.34982849 173.09763061 474.22878172
 236.80890096  34.55026399  55.59090722 784.21237456  24.96617749
 112.23740882  19.99957682 487.14802791  13.23361372 201.28440804
 247.32894135 263.32648393 146.23975821  66.86314553  65.29579068]"
1434,sequential,5,1678,2,5,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.1649705e-37]]]","[188.60773786 175.48543648 158.23088016 252.16888573 672.68885736
 192.08215438   9.53175727   2.68701854 184.52216795 171.24940236
 129.62074585  41.41627412 278.41075629  28.74601463  39.49730453
 218.12423736 593.40705192 114.08626254 184.03052273 105.92962692]"
1435,sequential,5,9779,2,2,False,-0.70965946,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]","[[[0.0000000e+00 1.4399146e-34 1.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[373.44507446 171.60468499 151.55426888  47.36579828 611.47138588
 239.02107735 106.15308845 109.27178763 535.7511494    2.71611931
 164.03983021 199.9306918  607.89473053  63.41589132  97.39160079
  99.4780444  384.57372918  46.73462151  69.32129836 123.27625204]"
1436,sequential,5,9634,0,4,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0000000e+00
   6.7634154e-18 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[371.40726817  13.17886147 238.54559405  41.2492865  267.20871989
  10.14669591  20.36884256 120.53889797   2.03669169 151.94925392
   6.57953314  78.24350915 147.49480017  28.8733537   99.01859349
 204.17991808 249.18538662 255.52298606 217.75144115 173.86398347]"
1437,sequential,5,2118,6,6,False,-0.8681886,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]",[[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]]],"[572.57369802  23.00593972 106.06420773  54.21461523 692.45415942
  53.76794587  28.90243069 231.47042709 597.80100525 152.86441211
 130.01816463  46.17959508 166.65482767  72.44821718 131.15426692
 136.61681336  41.90991757 199.02031107 233.24866717 118.07076833]"
1438,sequential,5,4814,6,1,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]","[[[0.0000000e+00 9.9999106e-01 8.2345659e-06 2.5443385e-38 0.0000000e+00
   2.1889490e-18 0.0000000e+00 7.1711702e-07 0.0000000e+00 0.0000000e+00]]]","[606.65980068  70.54962485 163.37680861 221.72753989 762.39239162
 168.97048294 253.86439476 142.5558692  582.34860044 251.61848753
  23.42686529  25.78073389 478.352932     5.79676458  64.48530588
  99.23237217 633.86284693 157.94668342 110.11311928 107.29432681]"
1439,sequential,5,2293,9,3,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]",[[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]]],"[120.93764792  66.52592643 224.41638076 202.60357812 348.52239189
 123.40655965 221.70192589  56.33099549  41.85599796  65.93274883
  56.89371568 166.74444478 741.59905532 198.27788655 200.28722629
 121.20748251 592.40842381 151.15015756 251.23339151  76.48513712]"
1440,sequential,5,2648,9,7,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 1.3302019e-32]]]","[301.98665409  88.61940676 132.499832   237.17893905 340.61609165
  19.05331315 167.97525385 181.62472083 653.2183472  190.33595113
  59.62516921  48.84356565 466.95687337 203.75999336 220.96857816
  94.78565215 453.40524735 111.20131374 128.31445597 203.44019006]"
1441,sequential,5,4163,9,7,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],"[455.27259175   4.63028437  98.31747281  36.21322869 767.51188669
 156.06344728 116.34661186  89.07020209 247.8216504  120.99914247
 218.34685424 114.24174922 253.39426725 203.75965289 175.08614001
  20.27204636 202.11589682 193.08133113 145.09801218 178.41529075]"
1442,sequential,5,9634,0,3,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]","[[[0.0000000e+00 0.0000000e+00 6.4247015e-36 1.0000000e+00 0.0000000e+00
   7.1626328e-34 3.5919076e-36 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[476.93607579  48.28328835  74.16406176 250.41004153  96.10821147
 187.00531525 131.78418731 200.16737884 425.89441481 209.40386366
 154.20178271  56.41999798 524.85667657  16.2320985  150.98707179
  44.36518085  61.00658558  20.35294522 127.56774664 152.76759204]"
1443,sequential,5,939,2,6,True,0.30224958,"[6.8734634e-01 2.5551759e-07 3.0224958e-01 7.0893811e-04 4.9006160e-10
 8.9524292e-06 1.1791135e-05 8.7233409e-03 7.7692981e-05 8.7314215e-04]",[[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]]],"[ 50.12583532 235.92749333 214.36199315 198.91384599 439.64054667
 207.19427783 206.29441245  50.17851229 440.00810125 181.38161794
  66.12033232 222.44712385 183.30922384 105.53532457 134.02877357
 166.56583317 572.07880033   5.888869   133.5280824  169.46510511]"
1444,sequential,5,3558,5,2,True,6.9613714e-05,"[9.9979585e-01 3.0585111e-06 4.1192401e-05 6.7246387e-05 3.2782879e-10
 6.9613714e-05 1.0893197e-05 4.8536349e-06 3.1849588e-06 4.1351550e-06]","[[[0.0000000e+00 1.2372241e-10 1.0000000e+00 0.0000000e+00 4.5945851e-32
   2.0552675e-14 0.0000000e+00 1.2218316e-24 0.0000000e+00 4.9747845e-29]]]","[216.70730041 250.0985081  119.43079116  96.18201371 196.23769938
 254.63770226  99.68504797  76.24730512   6.91702948  65.88659365
   8.46008956 154.12369356 660.69763328 177.72018563  37.41220264
   6.75546607 355.34329434 175.92980587 112.09810491   7.01331204]"
1445,sequential,5,2293,9,2,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[0.0000000e+00 0.0000000e+00 9.9999857e-01 0.0000000e+00 0.0000000e+00
   1.4839422e-06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[369.00981811 212.76790656  89.32093686  94.23843994 168.69336071
  35.42258731 138.40578916 236.10298598 627.69171879  36.99677467
 202.32734601 248.91734463 583.90124944 137.31026009  93.50378131
  23.84818157 419.81410166 255.06981406 235.35916625  97.52140603]"
1446,sequential,5,9779,2,5,True,0.2903405,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]","[[[0.0000000e+00 1.6035813e-17 0.0000000e+00 0.0000000e+00 0.0000000e+00
   1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]","[309.27019097 136.88447199 151.72881852 164.21735242 640.14583743
 123.99041771 133.02212385 175.57302519 364.09858331 223.46697349
  98.41617378 236.73214963 433.2751668   37.38712855 235.55485343
  22.58097057 108.21486828 188.2670446  107.11623825  52.8668866 ]"
